Name,Cluster,Dist,f_Dist,r_Dist,log(Age),r_log(Age),Vmag,(B-V)0,log(Lx),log(Lx/Lb),Ref,Simbad,_RA,_DE,Lx,age,logLx_cgs
252,Cl* NGC2516 JTH 8408   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",15.22,1.04,22.23,-3.62,47   ,Simbad,119.56967,-60.78083,1.698243652461746e+29,114815362.14968841,29.23
253,Cl* NGC2516 JTH 9202   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",15.22,1.04,22.07,-3.78,47   ,Simbad,119.65437,-60.77456,1.1748975549395303e+29,114815362.14968841,29.07
254,Cl* NGC2516 JTH 6070   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",15.04,0.98,22.43,-3.46,47   ,Simbad,119.31416999999999,-60.64816999999999,2.691534803926914e+29,114815362.14968841,29.43
255,Cl* NGC2516 JTH 6268   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",14.95,0.98,22.38,-3.55,47   ,Simbad,119.33679,-60.73431,2.3988329190194847e+29,114815362.14968841,29.38
256,Cl* NGC2516 JTH 8645   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",14.12,0.98,23.01,-3.25,47   ,Simbad,119.59733,-60.91576,1.0232929922807578e+30,114815362.14968841,30.01
257,Cl* NGC2516 JTH 8641   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",14.12,0.98,22.14,-4.12,47   ,Simbad,119.59642,-60.9154,1.3803842646028867e+29,114815362.14968841,29.14
258,Cl* NGC2516 JTH 8654   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",14.8,0.97,22.08,-3.9,47   ,Simbad,119.59792,-60.780440000000006,1.2022644346174081e+29,114815362.14968841,29.08
259,Cl* NGC2516 JTH 8737   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",14.81,0.96,21.74,-4.23,47   ,Simbad,119.60876,-60.737109999999994,5.495408738576226e+28,114815362.14968841,28.74
260,Cl* NGC2516 JTH 11240  ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",15.0,0.96,22.55,-3.35,47   ,Simbad,119.88462,-60.979440000000004,3.5481338923357605e+29,114815362.14968841,29.55
261,Cl* NGC2516 JTH 11485  ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",14.77,0.96,22.46,-3.53,47   ,Simbad,119.91671000000001,-60.70864,2.8840315031266115e+29,114815362.14968841,29.46
262,Cl* NGC2516 JTH 10040  ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",14.87,0.95,22.63,-3.32,47   ,Simbad,119.7383,-60.60354,4.265795188015917e+29,114815362.14968841,29.63
263,Cl* NGC2516 JTH 9655   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",14.8,0.95,21.97,-4.0,47   ,Simbad,119.6976,-60.92343,9.332543007969886e+28,114815362.14968841,28.97
264,Cl* NGC2516 JTH 8923   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",13.97,0.95,21.84,-4.46,47   ,Simbad,119.62803999999998,-60.766940000000005,6.918309709189363e+28,114815362.14968841,28.84
265,Cl* NGC2516 JTH 5957   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",14.58,0.93,22.99,-3.06,47   ,Simbad,119.30056,-60.55249,9.772372209558073e+29,114815362.14968841,29.99
266,Cl* NGC2516 JTH 6049   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",14.7,0.93,22.33,-3.67,47   ,Simbad,119.31142,-60.69494,2.1379620895022238e+29,114815362.14968841,29.33
267,Cl* NGC2516 JTH 7959   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",14.04,0.92,22.44,-3.83,47   ,Simbad,119.52146,-60.769969999999994,2.7542287033381747e+29,114815362.14968841,29.44
268,Cl* NGC2516 JTH 8967   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",14.76,0.91,22.75,-3.22,47   ,Simbad,119.63128999999999,-60.88619,5.6234132519034904e+29,114815362.14968841,29.75
269,Cl* NGC2516 JTH 10046  ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",14.76,0.91,23.01,-2.96,47   ,Simbad,119.73974,-60.71694,1.0232929922807578e+30,114815362.14968841,30.01
270,Cl* NGC2516 JTH 9835   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",14.78,0.9,23.0,-2.96,47   ,Simbad,119.71611999999999,-60.588969999999996,9.999999999999999e+29,114815362.14968841,30.0
271,Cl* NGC2516 JTH 8997   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",14.61,0.9,22.91,-3.12,47   ,Simbad,119.63408999999999,-60.76691999999999,8.128305161640995e+29,114815362.14968841,29.91
272,Cl* NGC2516 JTH 10871  ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",14.51,0.89,22.3,-3.77,47   ,Simbad,119.83979,-60.77925,1.995262314968883e+29,114815362.14968841,29.3
273,Cl* NGC2516 JTH 8689   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",13.93,0.88,21.95,-4.34,47   ,Simbad,119.60196,-60.909530000000004,8.912509381337442e+28,114815362.14968841,28.95
274,Cl* NGC2516 JTH 9513   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",14.48,0.87,22.01,-4.06,47   ,Simbad,119.684,-60.933640000000004,1.0232929922807578e+29,114815362.14968841,29.01
275,Cl* NGC2516 JTH 8634   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",14.52,0.86,23.05,-3.0,47   ,Simbad,119.59548000000001,-60.67231999999999,1.1220184543019653e+30,114815362.14968841,30.05
276,Cl* NGC2516 JTH 7619   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",14.32,0.85,22.35,-3.77,47   ,Simbad,119.48378999999998,-60.916419999999995,2.238721138568347e+29,114815362.14968841,29.35
277,Cl* NGC2516 JTH 7454   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",14.36,0.85,21.91,-4.2,47   ,Simbad,119.46728999999999,-61.00883,8.128305161640995e+28,114815362.14968841,28.91
278,Cl* NGC2516 JTH 9286   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",14.24,0.85,21.95,-4.21,47   ,Simbad,119.66271,-60.75603,8.912509381337442e+28,114815362.14968841,28.95
279,Cl* NGC2516 JTH 7678   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",14.43,0.84,22.74,-3.34,47   ,Simbad,119.49028999999999,-60.894169999999995,5.4954087385762255e+29,114815362.14968841,29.74
280,Cl* NGC2516 JTH 6263   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",14.18,0.82,22.19,-3.98,47   ,Simbad,119.3365,-60.779030000000006,1.5488166189124859e+29,114815362.14968841,29.19
281,Cl* NGC2516 JTH 9676   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",14.34,0.82,23.02,-3.09,47   ,Simbad,119.70017,-60.904,1.0471285480508986e+30,114815362.14968841,30.02
282,Cl* NGC2516 JTH 7590   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",13.99,0.8,22.01,-4.23,47   ,Simbad,119.48116999999999,-60.72241999999999,1.0232929922807578e+29,114815362.14968841,29.01
283,Cl* NGC2516 JTH 8411   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",13.96,0.78,21.86,-4.38,47   ,Simbad,119.57003999999999,-60.914609999999996,7.2443596007498914e+28,114815362.14968841,28.86
284,Cl* NGC2516 JTH 4598   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",13.98,0.78,23.3,-2.93,47   ,Simbad,119.14458,-60.801080000000006,1.9952623149688827e+30,114815362.14968841,30.3
285,Cl* NGC2516 JTH 8192   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",13.9,0.78,22.26,-4.01,47   ,Simbad,119.54678999999999,-60.83331,1.81970085860999e+29,114815362.14968841,29.26
286,Cl* NGC2516 JTH 7553   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",13.81,0.75,22.15,-4.15,47   ,Simbad,119.47717,-60.752280000000006,1.4125375446227496e+29,114815362.14968841,29.15
287,Cl* NGC2516 JTH 11233  ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",13.88,0.75,23.18,-3.09,47   ,Simbad,119.88375,-60.8125,1.513561248436207e+30,114815362.14968841,30.18
288,Cl* NGC2516 JTH 7312   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",13.84,0.75,21.87,-4.41,47   ,Simbad,119.44967,-60.936969999999995,7.413102413009193e+28,114815362.14968841,28.87
289,Cl* NGC2516 JTH 9465   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",13.84,0.73,23.07,-3.21,47   ,Simbad,119.68018000000001,-60.9238,1.1748975549395303e+30,114815362.14968841,30.07
290,Cl* NGC2516 JTH 6605   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",13.64,0.73,22.2,-4.16,47   ,Simbad,119.37241999999999,-60.83622,1.584893192461111e+29,114815362.14968841,29.2
291,Cl* NGC2516 JTH 8932   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",12.89,0.73,21.84,-4.82,47   ,Simbad,119.62879,-60.79056,6.918309709189363e+28,114815362.14968841,28.84
292,Cl* NGC2516 JTH 6852   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",13.73,0.72,22.16,-4.16,47   ,Simbad,119.40033000000001,-60.80356,1.445439770745928e+29,114815362.14968841,29.16
293,Cl* NGC2516 JTH 9361   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",13.59,0.69,22.06,-4.31,47   ,Simbad,119.66986000000001,-60.69814,1.1481536214968794e+29,114815362.14968841,29.06
294,Cl* NGC2516 JTH 9486   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",12.61,0.68,23.03,-3.73,47   ,Simbad,119.68229,-60.54911,1.0715193052376092e+30,114815362.14968841,30.03
295,Cl* NGC2516 JTH 4105   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",13.31,0.67,23.25,-3.22,47   ,Simbad,119.08908000000001,-60.94217,1.7782794100389228e+30,114815362.14968841,30.25
296,Cl* NGC2516 JTH 6570   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",13.4,0.66,22.21,-4.22,47   ,Simbad,119.3685,-60.85819,1.621810097358933e+29,114815362.14968841,29.21
297,Cl* NGC2516 JTH 9140   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",13.41,0.65,23.05,-3.38,47   ,Simbad,119.64871000000001,-60.78122,1.1220184543019653e+30,114815362.14968841,30.05
298,Cl* NGC2516 JTH 5862   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",13.29,0.65,22.37,-4.11,47   ,Simbad,119.29143,-60.736169999999994,2.3442288153199276e+29,114815362.14968841,29.37
299,Cl* NGC2516 JTH 7585   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",12.91,0.63,23.13,-3.5,47   ,Simbad,119.48087,-60.807559999999995,1.3489628825916505e+30,114815362.14968841,30.13
300,Cl* NGC2516 JTH 9054   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",12.84,0.61,23.03,-3.62,47   ,Simbad,119.63911999999999,-60.740919999999996,1.0715193052376092e+30,114815362.14968841,30.03
301,Cl* NGC2516 JTH 6452   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",13.05,0.6,22.4,-4.16,47   ,Simbad,119.35508,-60.77981,2.511886431509572e+29,114815362.14968841,29.4
302,Cl* NGC2516 JTH 6029   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",12.24,0.59,22.99,-3.89,47   ,Simbad,119.30908000000001,-60.681219999999996,9.772372209558073e+29,114815362.14968841,29.99
303,Cl* NGC2516 JTH 8536   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",12.87,0.58,21.98,-4.65,47   ,Simbad,119.58462,-60.694359999999996,9.54992586021437e+28,114815362.14968841,28.98
304,Cl* NGC2516 JTH 9852   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",12.14,0.57,22.52,-4.4,47   ,Simbad,119.71796,-60.893809999999995,3.311311214825908e+29,114815362.14968841,29.52
305,Cl* NGC2516 JTH 7743   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",12.65,0.57,22.85,-3.87,47   ,Simbad,119.49717,-60.948190000000004,7.079457843841402e+29,114815362.14968841,29.85
306,Cl* NGC2516 JTH 7967   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",12.7,0.55,22.25,-4.45,47   ,Simbad,119.52216999999999,-60.75094,1.778279410038923e+29,114815362.14968841,29.25
307,Cl* NGC2516 JTH 7104   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",12.68,0.55,22.35,-4.35,47   ,Simbad,119.428,-60.73908,2.238721138568347e+29,114815362.14968841,29.35
308,Cl* NGC2516 JTH 7650   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",12.71,0.54,22.57,-4.12,47   ,Simbad,119.48678999999998,-60.84275,3.7153522909717275e+29,114815362.14968841,29.57
309,Cl* NGC2516 JTH 10894  ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",11.87,0.53,22.58,-4.44,47   ,Simbad,119.84233,-60.757419999999996,3.801893963205597e+29,114815362.14968841,29.58
310,Cl* NGC2516 JTH 7864   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",12.07,0.52,23.11,-3.83,47   ,Simbad,119.51017,-60.77992,1.2882495516931323e+30,114815362.14968841,30.11
311,Cl* NGC2516 JTH 7595   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",12.63,0.52,22.45,-4.27,47   ,Simbad,119.48196000000002,-60.677690000000005,2.8183829312644494e+29,114815362.14968841,29.45
312,Cl* NGC2516 JTH 9175   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",11.68,0.5,22.83,-4.27,47   ,Simbad,119.65191999999999,-60.838440000000006,6.76082975391979e+29,114815362.14968841,29.83
313,Cl* NGC2516 JTH 8529   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",12.34,0.5,22.92,-3.91,47   ,Simbad,119.58275,-60.69947,8.317637711026744e+29,114815362.14968841,29.92
314,Cl* NGC2516 JTH 8660   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",12.35,0.49,22.93,-3.89,47   ,Simbad,119.59846,-60.622780000000006,8.511380382023758e+29,114815362.14968841,29.93
315,Cl* NGC2516 JTH 10863  ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",12.34,0.48,22.4,-4.43,47   ,Simbad,119.83892,-60.76744,2.511886431509572e+29,114815362.14968841,29.4
316,Cl* NGC2516 JTH 9328   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",12.21,0.48,22.58,-4.3,47   ,Simbad,119.66686999999999,-60.69525,3.801893963205597e+29,114815362.14968841,29.58
317,Cl* NGC2516 JTH 8099   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",12.22,0.48,22.77,-4.11,47   ,Simbad,119.53675,-60.74451,5.888436553555884e+29,114815362.14968841,29.77
318,Cl* NGC2516 JTH 6106   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",12.04,0.45,22.34,-4.61,47   ,Simbad,119.31778999999999,-60.78711,2.187761623949552e+29,114815362.14968841,29.34
319,Cl* NGC2516 JTH 7962   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",11.96,0.45,22.11,-4.87,47   ,Simbad,119.52186999999999,-60.79453,1.2882495516931324e+29,114815362.14968841,29.11
320,Cl* NGC2516 JTH 8458   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",11.47,0.45,23.09,-4.09,47   ,Simbad,119.57508,-60.75425,1.2302687708123812e+30,114815362.14968841,30.09
321,Cl* NGC2516 JTH 8172   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",12.04,0.45,22.18,-4.77,47   ,Simbad,119.54467,-60.82564,1.5135612484362071e+29,114815362.14968841,29.18
322,Cl* NGC2516 JTH 6373   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",11.32,0.43,22.58,-4.65,47   ,Simbad,119.34662,-60.82739,3.801893963205597e+29,114815362.14968841,29.58
323,Cl* NGC2516 JTH 9696   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",11.95,0.43,21.96,-5.02,47   ,Simbad,119.70275,-60.923559999999995,9.120108393559115e+28,114815362.14968841,28.96
324,Cl* NGC2516 JTH 4125   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",11.56,0.43,23.33,-3.81,47   ,Simbad,119.09451000000001,-60.86172,2.1379620895022237e+30,114815362.14968841,30.33
325,Cl* NGC2516 JTH 8920   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",11.68,0.39,21.85,-5.23,47   ,Simbad,119.62742,-60.77494,7.079457843841402e+28,114815362.14968841,28.85
326,Cl* NGC2516 JTH 8261   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",11.99,0.37,22.37,-4.59,47   ,Simbad,119.55362,-60.64346999999999,2.3442288153199276e+29,114815362.14968841,29.37
327,Cl* NGC2516 JTH 7194   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",11.4,0.36,22.03,-5.16,47   ,Simbad,119.4385,-60.93883,1.0715193052376093e+29,114815362.14968841,29.03
328,Cl* NGC2547 NTJ 18-882 ,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",17.16,1.4,22.26,-2.99,48   ,Simbad,122.49508,-49.06222,1.81970085860999e+29,34673685.045253165,29.26
329,Cl* NGC2547 NTJ 3-1984 ,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",16.28,1.4,22.73,-2.87,48   ,Simbad,122.53121999999999,-49.17909,5.370317963702533e+29,34673685.045253165,29.73
330,Cl* NGC2547 NTJ 14-2163,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",16.1,1.39,22.54,-3.13,48   ,Simbad,122.31906000000001,-49.1586,3.46736850452531e+29,34673685.045253165,29.54
331,Cl* NGC2547 NTJ 8-1868 ,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",15.92,1.38,22.54,-3.2,48   ,Simbad,122.48518,-49.3697,3.46736850452531e+29,34673685.045253165,29.54
332,Cl* NGC2547 NTJ 13-1760,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",15.99,1.35,22.54,-3.15,48   ,Simbad,122.64883,-49.150240000000004,3.46736850452531e+29,34673685.045253165,29.54
333,Cl* NGC2547 NTJ 18-2246,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",16.25,1.34,22.74,-2.84,48   ,Simbad,122.57675,-49.03737,5.4954087385762255e+29,34673685.045253165,29.74
334,Cl* NGC2547 NTJ 13-961 ,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",15.48,1.29,22.5,-3.35,48   ,Simbad,122.53723000000001,-49.26149,3.162277660168379e+29,34673685.045253165,29.5
335,Cl* NGC2547 NTJ 8-729  ,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",15.23,1.25,22.71,-3.23,48   ,Simbad,122.63278000000001,-49.35823,5.1286138399136586e+29,34673685.045253165,29.71
336,Cl* NGC2547 NTJ 18-618 ,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",15.46,1.22,22.53,-3.3,48   ,Simbad,122.68066,-49.02091,3.388441561392034e+29,34673685.045253165,29.53
337,Cl* NGC2547 NTJ 13-520 ,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",15.14,1.16,22.69,-3.24,48   ,Simbad,122.64831000000001,-49.1744,4.897788193684476e+29,34673685.045253165,29.69
338,Cl* NGC2547 NTJ 18-2432,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",14.77,1.14,22.46,-3.61,48   ,Simbad,122.6479,-49.08337,2.8840315031266115e+29,34673685.045253165,29.46
339,Cl* NGC2547 NTJ 7-2821 ,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",14.88,1.13,22.65,-3.37,48   ,Simbad,122.28,-49.320679999999996,4.466835921509617e+29,34673685.045253165,29.65
340,Cl* NGC2547 NTJ 13-300 ,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",13.53,0.99,23.37,-3.13,48   ,Simbad,122.60736999999999,-49.136790000000005,2.3442288153199276e+30,34673685.045253165,30.37
341,Cl* NGC2547 NTJ 13-2151,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",14.44,0.98,22.84,-3.29,48   ,Simbad,122.65886,-49.20792,6.918309709189363e+29,34673685.045253165,29.84
342,Cl* NGC2547 NTJ 18-313 ,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",13.76,0.97,23.21,-3.19,48   ,Simbad,122.68977,-49.089,1.6218100973589332e+30,34673685.045253165,30.21
343,Cl* NGC2547 NTJ 8-728  ,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",13.9,0.89,22.8,-3.51,48   ,Simbad,122.575,-49.39731,6.309573444801943e+29,34673685.045253165,29.8
344,Cl* NGC2547 NTJ 18-92  ,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",13.41,0.88,23.38,-3.13,48   ,Simbad,122.64187,-49.08337,2.3988329190194848e+30,34673685.045253165,30.38
345,Cl* NGC2547 NTJ 17-1696,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",14.44,0.88,22.92,-3.18,48   ,Simbad,122.33036000000001,-49.0739,8.317637711026744e+29,34673685.045253165,29.92
346,Cl* NGC2547 NTJ 14-227 ,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",13.61,0.83,23.04,-3.38,48   ,Simbad,122.34486000000001,-49.27525,1.0964781961431829e+30,34673685.045253165,30.04
347,Cl* NGC2547 NTJ 8-104  ,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",13.27,0.8,23.08,-3.46,48   ,Simbad,122.48257,-49.37797,1.2022644346174082e+30,34673685.045253165,30.08
348,Cl* NGC2547 NTJ 13-172 ,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",13.37,0.8,23.06,-3.44,48   ,Simbad,122.53376000000002,-49.204370000000004,1.1481536214968795e+30,34673685.045253165,30.06
349,Cl* NGC2547 NTJ 18-43  ,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",12.49,0.76,23.7,-3.14,48   ,Simbad,122.5391,-49.01572,5.011872336272715e+30,34673685.045253165,30.7
350,Cl* NGC2547 NTJ 7-27   ,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",12.69,0.73,22.35,-4.4,48   ,Simbad,122.47588999999999,-49.3228,2.238721138568347e+29,34673685.045253165,29.35
351,Cl* NGC2547 NTJ 7-93   ,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",13.3,0.72,23.34,-3.17,48   ,Simbad,122.42013,-49.39732,2.1877616239495517e+30,34673685.045253165,30.34
352,Cl* NGC2547 NTJ 12-65  ,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",13.05,0.68,22.88,-3.71,48   ,Simbad,122.86068,-49.16644,7.58577575029182e+29,34673685.045253165,29.88
353,Cl* NGC2547 NTJ 18-51  ,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",12.54,0.67,22.85,-3.95,48   ,Simbad,122.56442,-49.09687,7.079457843841402e+29,34673685.045253165,29.85
354,Cl* NGC2547 NTJ 13-72  ,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",12.7,0.62,23.27,-3.45,48   ,Simbad,122.4452,-49.12219,1.8620871366628655e+30,34673685.045253165,30.27
355,Cl* NGC2547 NTJ 18-46  ,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",12.65,0.59,22.71,-4.03,48   ,Simbad,122.60361,-49.030429999999996,5.1286138399136586e+29,34673685.045253165,29.71
356,Cl* NGC2547 NTJ 18-50  ,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",12.54,0.58,23.41,-3.36,48   ,Simbad,122.51584,-49.01865,2.5703957827688645e+30,34673685.045253165,30.41
357,Cl* NGC2547 NTJ 4-85   ,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",13.46,0.56,22.6,-3.81,48   ,Simbad,122.49032,-49.16317,3.9810717055349854e+29,34673685.045253165,29.6
358,Cl* NGC2547 NTJ 8-22   ,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",11.6,0.56,22.25,-4.9,48   ,Simbad,122.54856000000001,-49.37429,1.778279410038923e+29,34673685.045253165,29.25
359,Cl* NGC2547 NTJ 14-32  ,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",12.3,0.54,23.48,-3.39,48   ,Simbad,122.44715,-49.2181,3.0199517204020194e+30,34673685.045253165,30.48
360,Cl* NGC2547 NTJ 14-31  ,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",12.19,0.53,22.49,-4.42,48   ,Simbad,122.34557,-49.13264,3.0902954325135794e+29,34673685.045253165,29.49
361,Cl* NGC2547 NTJ 18-35  ,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",12.13,0.52,22.59,-4.35,48   ,Simbad,122.68942,-49.01856,3.890451449942805e+29,34673685.045253165,29.59
362,Cl* NGC2547 NTJ 17-18  ,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",11.78,0.5,22.59,-4.48,48   ,Simbad,122.26196999999999,-49.10062,3.890451449942805e+29,34673685.045253165,29.59
363,Cl* NGC2547 NTJ 48-3559,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",11.0,0.48,22.02,-5.36,48   ,Simbad,122.61561,-49.20264,1.0471285480508986e+29,34673685.045253165,29.02
364,Cl* NGC2547 NTJ 8-19   ,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",10.97,0.48,22.15,-5.25,48   ,Simbad,122.55628999999999,-49.34552,1.4125375446227496e+29,34673685.045253165,29.15
365,Cl* NGC2547 NTJ 12-18  ,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",11.77,0.47,22.76,-4.31,48   ,Simbad,122.7077,-49.190509999999996,5.75439937337159e+29,34673685.045253165,29.76
366,Cl* NGC2547 NTJ 18-23  ,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",10.98,0.45,22.22,-5.17,48   ,Simbad,122.5036,-49.14237,1.6595869074375564e+29,34673685.045253165,29.22
367,Cl* NGC2547 NTJ 9-12   ,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",10.76,0.44,22.43,-5.04,48   ,Simbad,122.69425,-49.29201,2.691534803926914e+29,34673685.045253165,29.43
368,Cl* NGC2547 NTJ 14-22  ,NGC2547     ,420.0, ,"a,b,g,h",7.54,"a,b,g,h",11.38,0.42,22.75,-4.48,48   ,Simbad,122.20987,-49.27118,5.6234132519034904e+29,34673685.045253165,29.75
369,Cl* NGC3532 FERN 229   ,NGC3532     ,496.0, ,"a,b    ",8.48,"a,b    ",13.14,0.62,22.71,-4.04,49   ,Simbad,166.63728999999998,-58.63008000000001,5.1286138399136586e+29,301995172.0402019,29.71
